dt,AverageTemperature,AverageTemperatureUncertainty,City,Country,Latitude,Longitude
9/1/2012,27.491,0.545,Bombay,India,18.48N,72.68E
10/1/2012,28.689,0.368,Bombay,India,18.48N,72.68E
11/1/2012,27.54,0.657,Bombay,India,18.48N,72.68E
12/1/2012,26.828,0.593,Bombay,India,18.48N,72.68E
1/1/2013,24.187,0.858,Bombay,India,18.48N,72.68E
2/1/2013,25.005,0.836,Bombay,India,18.48N,72.68E
3/1/2013,26.301,0.35,Bombay,India,18.48N,72.68E
4/1/2013,27.335,0.632,Bombay,India,18.48N,72.68E
5/1/2013,29.718,0.574,Bombay,India,18.48N,72.68E
6/1/2013,27.686,0.26,Bombay,India,18.48N,72.68E
9/1/1915,26.605,0.422,Hyderabad,India,16.87N,78.70E
10/1/1915,26.399,0.386,Hyderabad,India,16.87N,78.70E
11/1/1915,24.773,0.485,Hyderabad,India,16.87N,78.70E
12/1/1915,20.966,0.653,Hyderabad,India,16.87N,78.70E
1/1/1916,22.664,0.835,Hyderabad,India,16.87N,78.70E
2/1/1916,25.575,0.572,Hyderabad,India,16.87N,78.70E
3/1/1916,28.834,0.475,Hyderabad,India,16.87N,78.70E
4/1/1916,31.655,0.866,Hyderabad,India,16.87N,78.70E
5/1/1916,32.566,0.302,Hyderabad,India,16.87N,78.70E
6/1/1916,28.375,0.422,Hyderabad,India,16.87N,78.70E
7/1/1916,26.913,0.36,Hyderabad,India,16.87N,78.70E
8/1/1916,26.492,0.489,Hyderabad,India,16.87N,78.70E
9/1/1916,26.493,0.418,Hyderabad,India,16.87N,78.70E
10/1/1916,25.847,0.532,Hyderabad,India,16.87N,78.70E
11/1/1916,23.718,0.644,Hyderabad,India,16.87N,78.70E
12/1/1916,20.755,0.786,Hyderabad,India,16.87N,78.70E
1/1/1917,21.858,0.785,Hyderabad,India,16.87N,78.70E
2/1/1917,24.188,0.563,Hyderabad,India,16.87N,78.70E
3/1/1917,27.388,0.866,Hyderabad,India,16.87N,78.70E
4/1/1917,30.276,0.887,Hyderabad,India,16.87N,78.70E
5/1/1917,29.985,0.346,Hyderabad,India,16.87N,78.70E
6/1/1917,28.032,0.309,Hyderabad,India,16.87N,78.70E
7/1/1917,27.084,0.699,Hyderabad,India,16.87N,78.70E
8/1/1917,26.64,0.322,Hyderabad,India,16.87N,78.70E
9/1/1917,25.924,0.361,Hyderabad,India,16.87N,78.70E
10/1/1917,25.405,0.151,Hyderabad,India,16.87N,78.70E
11/1/1917,23.142,0.632,Hyderabad,India,16.87N,78.70E
12/1/1917,21.243,0.532,Hyderabad,India,16.87N,78.70E
1/1/1918,21.571,0.615,Hyderabad,India,16.87N,78.70E
2/1/1918,24.469,0.643,Hyderabad,India,16.87N,78.70E
3/1/1918,28.062,0.495,Hyderabad,India,16.87N,78.70E
4/1/1918,30.917,0.246,Hyderabad,India,16.87N,78.70E
5/1/1918,30.918,0.468,Hyderabad,India,16.87N,78.70E
6/1/1918,28.955,0.86,Hyderabad,India,16.87N,78.70E
7/1/1918,28.505,0.345,Hyderabad,India,16.87N,78.70E
8/1/1918,26.827,0.258,Hyderabad,India,16.87N,78.70E
9/1/1918,27.409,0.31,Hyderabad,India,16.87N,78.70E
10/1/1918,26.566,0.287,Hyderabad,India,16.87N,78.70E
11/1/1918,24.566,0.452,Hyderabad,India,16.87N,78.70E
12/1/1918,22.343,0.265,Hyderabad,India,16.87N,78.70E
1/1/1919,23.942,0.564,Hyderabad,India,16.87N,78.70E
2/1/1919,26.209,0.641,Hyderabad,India,16.87N,78.70E
3/1/1919,28.995,0.694,Hyderabad,India,16.87N,78.70E
4/1/1919,31.473,0.602,Hyderabad,India,16.87N,78.70E
5/1/1919,32.532,0.611,Hyderabad,India,16.87N,78.70E
6/1/1919,28.718,0.429,Hyderabad,India,16.87N,78.70E
7/1/1919,27.321,0.366,Hyderabad,India,16.87N,78.70E
8/1/1919,26.988,0.477,Hyderabad,India,16.87N,78.70E
9/1/1919,27.072,0.265,Hyderabad,India,16.87N,78.70E
10/1/1919,25.679,0.386,Hyderabad,India,16.87N,78.70E
11/1/1919,24.101,0.717,Hyderabad,India,16.87N,78.70E
12/1/1919,21.607,0.749,Hyderabad,India,16.87N,78.70E
1/1/1920,22.769,0.718,Hyderabad,India,16.87N,78.70E
2/1/1920,25.27,0.57,Hyderabad,India,16.87N,78.70E
3/1/1920,29.178,0.242,Hyderabad,India,16.87N,78.70E
4/1/1920,31.022,0.527,Hyderabad,India,16.87N,78.70E
5/1/1920,32.345,0.401,Hyderabad,India,16.87N,78.70E
6/1/1920,30.44,0.221,Hyderabad,India,16.87N,78.70E
7/1/1920,27.753,0.309,Hyderabad,India,16.87N,78.70E
8/1/1920,27.611,0.954,Hyderabad,India,16.87N,78.70E
9/1/1920,27.535,0.098,Hyderabad,India,16.87N,78.70E
10/1/1920,26.854,0.631,Hyderabad,India,16.87N,78.70E
11/1/1920,24.286,0.539,Hyderabad,India,16.87N,78.70E
12/1/1920,21.819,0.56,Hyderabad,India,16.87N,78.70E
1/1/1921,23.361,0.516,Hyderabad,India,16.87N,78.70E
2/1/1921,25.023,0.307,Hyderabad,India,16.87N,78.70E
3/1/1921,29.776,0.378,Hyderabad,India,16.87N,78.70E
4/1/1921,31.628,0.501,Hyderabad,India,16.87N,78.70E
5/1/1921,34.701,0.492,Hyderabad,India,16.87N,78.70E
6/1/1921,29.899,0.487,Hyderabad,India,16.87N,78.70E
7/1/1921,27.042,0.536,Hyderabad,India,16.87N,78.70E
8/1/1921,26.823,0.415,Hyderabad,India,16.87N,78.70E
9/1/1921,26.421,0.451,Hyderabad,India,16.87N,78.70E
10/1/1921,25.17,0.623,Hyderabad,India,16.87N,78.70E
11/1/1921,22.006,0.618,Hyderabad,India,16.87N,78.70E
12/1/1921,21.394,0.785,Hyderabad,India,16.87N,78.70E
1/1/1922,22.57,0.562,Hyderabad,India,16.87N,78.70E
2/1/1922,24.915,0.705,Hyderabad,India,16.87N,78.70E
3/1/1922,29.211,0.301,Hyderabad,India,16.87N,78.70E
4/1/1922,31.865,0.347,Hyderabad,India,16.87N,78.70E
5/1/1922,32.939,0.533,Hyderabad,India,16.87N,78.70E
6/1/1922,29.775,0.34,Hyderabad,India,16.87N,78.70E
7/1/1922,26.972,0.37,Hyderabad,India,16.87N,78.70E
8/1/1922,27.2,0.655,Hyderabad,India,16.87N,78.70E
9/1/1922,26.731,0.805,Hyderabad,India,16.87N,78.70E
10/1/1922,25.655,0.58,Hyderabad,India,16.87N,78.70E
11/1/1922,23.638,0.363,Hyderabad,India,16.87N,78.70E
12/1/1922,20.749,0.24,Hyderabad,India,16.87N,78.70E
1/1/1923,22.162,0.636,Hyderabad,India,16.87N,78.70E
2/1/1923,24.784,0.348,Hyderabad,India,16.87N,78.70E
3/1/1923,27.93,0.455,Hyderabad,India,16.87N,78.70E
4/1/1923,31.652,0.469,Hyderabad,India,16.87N,78.70E
5/1/1923,32.989,0.38,Hyderabad,India,16.87N,78.70E
6/1/1923,32.235,0.252,Hyderabad,India,16.87N,78.70E
7/1/1923,26.822,0.267,Hyderabad,India,16.87N,78.70E
8/1/1923,26.872,0.307,Hyderabad,India,16.87N,78.70E
9/1/1923,26.425,0.585,Hyderabad,India,16.87N,78.70E
10/1/1923,25.403,0.473,Hyderabad,India,16.87N,78.70E
11/1/1923,23.682,0.355,Hyderabad,India,16.87N,78.70E
12/1/1923,22.213,0.738,Hyderabad,India,16.87N,78.70E
1/1/1924,23.036,0.389,Hyderabad,India,16.87N,78.70E
2/1/1924,26.013,0.41,Hyderabad,India,16.87N,78.70E
3/1/1924,29.133,0.493,Hyderabad,India,16.87N,78.70E
4/1/1924,32.543,0.574,Hyderabad,India,16.87N,78.70E
5/1/1924,33.483,0.536,Hyderabad,India,16.87N,78.70E
6/1/1924,30.98,0.485,Hyderabad,India,16.87N,78.70E
7/1/1924,27.601,0.289,Hyderabad,India,16.87N,78.70E
8/1/1924,27.23,0.343,Hyderabad,India,16.87N,78.70E
9/1/1924,26.27,0.308,Hyderabad,India,16.87N,78.70E
10/1/1924,25.379,0.122,Hyderabad,India,16.87N,78.70E
11/1/1924,22.775,0.407,Hyderabad,India,16.87N,78.70E
12/1/1924,21.153,0.409,Hyderabad,India,16.87N,78.70E
1/1/1925,21.93,0.524,Hyderabad,India,16.87N,78.70E
2/1/1925,24.554,0.366,Hyderabad,India,16.87N,78.70E
3/1/1925,28.429,0.593,Hyderabad,India,16.87N,78.70E
4/1/1925,32.077,0.291,Hyderabad,India,16.87N,78.70E
5/1/1925,31.54,0.474,Hyderabad,India,16.87N,78.70E
6/1/1925,29.464,0.677,Hyderabad,India,16.87N,78.70E
7/1/1925,27.094,0.744,Hyderabad,India,16.87N,78.70E
8/1/1925,26.271,0.238,Hyderabad,India,16.87N,78.70E
9/1/1925,27.153,0.277,Hyderabad,India,16.87N,78.70E
10/1/1925,25.497,0.521,Hyderabad,India,16.87N,78.70E
11/1/1925,23.78,0.562,Hyderabad,India,16.87N,78.70E
12/1/1925,20.981,0.467,Hyderabad,India,16.87N,78.70E
1/1/1926,23.126,0.395,Hyderabad,India,16.87N,78.70E
2/1/1926,25.44,0.42,Hyderabad,India,16.87N,78.70E
3/1/1926,28.971,0.52,Hyderabad,India,16.87N,78.70E
4/1/1926,30.389,0.508,Hyderabad,India,16.87N,78.70E
5/1/1926,32.365,0.464,Hyderabad,India,16.87N,78.70E
6/1/1926,32.361,0.287,Hyderabad,India,16.87N,78.70E
7/1/1926,27.698,0.459,Hyderabad,India,16.87N,78.70E
8/1/1926,26.806,0.516,Hyderabad,India,16.87N,78.70E
9/1/1926,26.851,0.345,Hyderabad,India,16.87N,78.70E
10/1/1926,26.197,0.276,Hyderabad,India,16.87N,78.70E
11/1/1926,23.396,0.34,Hyderabad,India,16.87N,78.70E
12/1/1926,21.952,0.412,Hyderabad,India,16.87N,78.70E
